AssessmentUnitID,WaterbodyName,Type,RiverBasin,County,Uses,Causes,Sources,Size,UnitType,DownstreamUpstreamLocations,YearListed,Priority,ReportYear,DraftTMDLDate,DateofData,SupportStatus,1996303(d)?
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Metals,MunicipalSurface mining-abandoned,7.40,miles,Alabama Highway 69 / Its source,,M,2004,19881993,2009,Partial,No
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Nutrients,MunicipalSurface mining-abandoned,7.40,miles,Alabama Highway 69 / Its source,,M,2004,19881993,2009,Partial,No
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,pH,MunicipalSurface mining-abandoned,7.40,miles,Alabama Highway 69 / Its source,,M,2004,19881993,2009,Partial,No
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Organic Enrichment/DO,MunicipalSurface mining-abandoned,7.40,miles,Alabama Highway 69 / Its source,,M,2004,19881993,2009,Partial,No
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),MunicipalSurface mining-abandoned,7.40,miles,Alabama Highway 69 / Its source,,M,2004,19881993,2009,Partial,No
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,Metals,Surface mining-abandoned,3.20,miles,Cane Creek / Its source,,H,2004,1996-97,2009,Non,No
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,pH,Surface mining-abandoned,3.20,miles,Cane Creek / Its source,,H,2004,1996-97,2009,Non,No
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,3.20,miles,Cane Creek / Its source,,H,2004,1996-97,2009,Non,No
AL03160109-0403-103,Lost Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,6.50,miles,US Highway 78 at Carbon Hill / US Highway 78 north of Cedrum,,H,2004,1987,2009,Partial,No
AL03160109-0405-102,Lost Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,17.30,miles,Mill dam at Cedrum /Alabama Highway 69 at Oakman,,H,2004,1987,2009,Partial,No
AL03160109-0503-101,Wolf Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,38.40,miles,Lost Creek /Alabama Highway 102,,H,2004,1996,2009,Partial,No
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Nutrients,Pasture grazing,11.20,miles,Locust Fork / Its source,,M,2004,19881991,2009,Partial,No
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Ammonia,Pasture grazing,11.20,miles,Locust Fork / Its source,,M,2004,19881991,2009,Partial,No
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Organic Enrichment/DO,Pasture grazing,11.20,miles,Locust Fork / Its source,,M,2004,19881991,2009,Partial,No
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Pathogens,Pasture grazing,11.20,miles,Locust Fork / Its source,,M,2004,19881991,2009,Partial,No
AL03160111-0204-101,Locust Fork,R,Black Warrior,Blount,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,27.00,miles,Little Warrior River /Blount County Road 30,,H,2004,19871998,2009,Partial,No
AL03160111-0404-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,14.30,miles,Jefferson County Road 77 / US Highway 31,,H,2004,1998,2009,Partial,No
AL03160111-0404-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,14.30,miles,Jefferson County Road 77 / US Highway 31,,H,2004,1998,2009,Partial,No
AL03160111-0306-102,Locust Fork,R,Black Warrior,Blount Jefferson,Public Water Supply Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,14.80,miles,US Highway 31 /county road between Hayden and County Line,,H,2004,1998,2009,Partial,No
AL03160111-0306-102,Locust Fork,R,Black Warrior,Blount Jefferson,Public Water Supply Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,14.80,miles,US Highway 31 /county road between Hayden and County Line,,H,2004,1998,2009,Partial,No
AL03160111-0303-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,18.60,miles,county road between Hayden and County Line /Little Warrior River,,H,2004,1998,2009,Partial,No
AL03160111-0303-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,18.60,miles,county road between Hayden and County Line /Little Warrior River,,H,2004,1998,2009,Partial,No
AL03160111-0406-101,Newfound Creek,R,Black Warrior,Jefferson,Fish & Wildlife,Siltation (habitat alteration),Urban runoff/storm sewers,3.00,miles,Fivemile Creek /Impoundment,,M,2004,1986,2009,Partial,No
AL03160111-0408-300,Camp Branch,R,Black Warrior,Jefferson,Fish & Wildlife,pH,Surface mining-abandoned Subsurface mining-abandoned Mill tailings-abandonedMine tailings-abandonedLandfills,4.20,miles,Bayview Lake / Its source,,L,2004,1991,2002,Non,Yes
AL03160111-0408-300,Camp Branch,R,Black Warrior,Jefferson,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned Subsurface mining-abandoned Mill tailings-abandonedMine tailings-abandonedLandfills,4.20,miles,Bayview Lake / Its source,,L,2004,1991,2002,Non,Yes
AL03160111-0408-102,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Metals,Industrial MunicipalUrban runoff/storm sewers Surface mining-abandoned Subsurface mining-abandoned Mill tailings-abandonedMine tailings-abandoned,12.60,miles,Second Creek / Woodlawn Bridge,,L,2004,1990-911997,2002,Non,Yes
AL03160111-0408-102,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,pH,Industrial MunicipalUrban runoff/storm sewers Surface mining-abandoned Subsurface mining-abandoned Mill tailings-abandonedMine tailings-abandoned,12.60,miles,Second Creek / Woodlawn Bridge,,L,2004,1990-911997,2002,Non,Yes
AL03160111-0408-102,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Siltation (habitat alteration),Industrial MunicipalUrban runoff/storm sewers Surface mining-abandoned Subsurface mining-abandoned Mill tailings-abandonedMine tailings-abandoned,12.60,miles,Second Creek / Woodlawn Bridge,,L,2004,1990-911997,2002,Non,Yes
AL03160111-0408-101,Village Creek (Bayview Lake),L,Black Warrior,Jefferson,Limited Warmwater Fishery,Siltation,MunicipalUrban runoff/storm sewers IndustrialSpillsSurface mining-abandoned,440.00,acres,Bayview Lake Dam / Second Creek,,L,2004,19911997,2003,Non,Yes
AL03160112-0101-101,Valley Creek,R,Black Warrior,Jefferson,Limited WarmwaterFishery,Metals (Mercury),Unknown source,0.90,miles,19th Street North (Bessemer) /Opossum Creek,,L,2004,2003,2009,Non,No
AL03160112-0101-200,Opossum Creek,R,Black Warrior,Jefferson,Agricultural & Industrial,Organic Enrichment/DO,IndustrialUrban runoff/storm sewers,7.10,miles,Valley Creek / Its source,,H,2004,1996,2004,Non,No
AL03160112-0101-200,Opossum Creek,R,Black Warrior,Jefferson,Agricultural & Industrial,Metals (Mercury),Unknown source,7.10,miles,Valley Creek /Its source,,H,2004,2003,2009,Non,No
AL03160112-0105-101,Mud Creek,R,Black Warrior,Jefferson,Fish & Wildlife,pH,Unknown source,14.10,miles,Valley Creek /Big Branch,,H,2004,1974-83,2009,Non,No
AL03160112-0105-101,Mud Creek,R,Black Warrior,Jefferson,Fish & Wildlife,Siltation,Unknown source,14.10,miles,Valley Creek /Big Branch,,H,2004,1974-83,2009,Non,No
AL03160112-0201-101,Big Yellow Creek,R,Black Warrior,Tuscaloosa,SwimmingFish & Wildlife,Metals,Surface mining-abandoned,14.00,miles,Bankhead Lake /Its source,,H,2004,1979-851988,2009,Non,No
AL03160112-0404-102,North River,R,Black Warrior,Fayette Tuscaloosa,Fish & Wildlife,Nutrients,Surface mining-abandoned,38.00,miles,Lake Tuscaloosa / Ellis Creek,,H,2004,1987,2009,Partial,No
AL03160112-0404-102,North River,R,Black Warrior,Fayette Tuscaloosa,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,38.00,miles,Lake Tuscaloosa / Ellis Creek,,H,2004,1987,2009,Partial,No
AL03160112-0503-100,Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Aluminum),Surface mining-abandoned Land development,31.40,miles,Black Warrior River / Its source,,H,2004,1996,2003,Non,Yes
AL03160112-0503-100,Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Iron),Surface mining-abandoned Land development,31.40,miles,Black Warrior River / Its source,,H,2004,1996,2003,Non,Yes
AL03160112-0503-100,Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Pathogens,Surface mining-abandoned Land development,31.40,miles,Black Warrior River / Its source,,H,2004,1996,2003,Non,Yes
AL03160112-0503-100,Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Turbidity,Surface mining-abandoned Land development,31.40,miles,Black Warrior River / Its source,,H,2004,1996,2003,Non,Yes
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Aluminum),Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Arsenic),Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Copper),Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (CrT),Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Iron),Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-200,Little Hurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Pathogens,Surface mining-abandoned,10.00,miles,Hurricane Creek / Its source,,H,2004,1996,2003,Non,No
AL03160112-0502-300,North Fork ofHurricane Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Aluminum),Surface mining-abandoned,6.40,miles,Hurricane Creek /Its source,,H,2004,1996,2003,Non,No
AL03150202-0103-300,Lee Branch,R,Cahaba,Shelby,Fish & Wildlife,Pathogens,Urban runoff/storm sewers,1.60,miles,Lake Purdy /Its source,,H,2004,1996-99,2004,Non,No
AL03150202-0201-300,Patton Creek,R,Cahaba,JeffersonShelby,Fish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers,8.30,miles,Cahaba River /Its source,,L,2004,19951997,2003,Partial,Yes
AL03150202-0503-102,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterSwimming,Nutrients,MunicipalUrban runoff/storm sewer Land development,9.40,miles,Alabama Highway 82 / lower Little Cahaba River,,H,2004,1.99E+11,2004,Partial,No
AL03150202-0503-102,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterSwimming,Siltation (habitat alteration),MunicipalUrban runoff/storm sewer Land development,9.40,miles,Alabama Highway 82 / lower Little Cahaba River,,H,2004,1.99E+11,2003,Partial,No
AL03150202-0405-100,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterFish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers Land development,13.50,miles,lower Little Cahaba River / Shades Creek,,H,2004,1.99E+11,2004,Partial,No
AL03150202-0405-100,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterFish & Wildlife,Siltation (habitat alteration),MunicipalUrban runoff/storm sewer Land development,13.50,miles,lower Little Cahaba River / Shades Creek,,H,2004,1.99E+11,2003,Partial,No
AL03150202-0203-101,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers Land development,23.60,miles,Shades Creek /Shelby County Road 52,,H,2004,1993-97,2004,Partial,Yes
AL03150202-0203-101,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers Land development,23.60,miles,Shades Creek /Shelby County Road 52,,H,2004,1993-97,2003,Partial,Yes
AL03150202-0203-101,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Siltation (habitat alteration),MunicipalUrban runoff/storm sewers Land development,23.60,miles,Shades Creek /Shelby County Road 52,,H,2004,1993-97,2003,Partial,Yes
AL03150202-0203-102,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers Land development,3.60,miles,Shelby County Road 52 / Buck Creek,,H,2004,1993-97,2004,Partial,Yes
AL03150202-0203-102,Cahaba River,R,Cahaba,Shelby,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers Land development,3.60,miles,Shelby County Road 52 / Buck Creek,,H,2004,1993-97,2003,Partial,Yes
AL03150202-0203-102,Cahaba River,R,Cahaba,Shelby,Fish & Wildlife,Siltation (habitat alteration),MunicipalUrban runoff/storm sewers Land development,3.60,miles,Shelby County Road 52 / Buck Creek,,H,2004,1993-97,2003,Partial,Yes
AL03150202-0201-101,Cahaba River,R,Cahaba,JeffersonShelby,Fish & Wildlife,Nutrients,Urban runoff/storm sewersMunicipal,17.40,miles,Buck Creek /Dam near US Highway 280,,H,2004,1993,2004,Partial,No
AL03150202-0201-101,Cahaba River,R,Cahaba,JeffersonShelby,Fish & Wildlife,Siltation,Urban runoff/storm sewersMunicipal,17.40,miles,Buck Creek /Dam near US Highway 280,,H,2004,1993,2003,Partial,No
AL03150202-0201-102,Cahaba River,R,Cahaba,Jefferson,Outstanding Alabama WaterPublic Water Supply,Siltation (habitat alteration),Urban runoff/storm sewers,13.30,miles,Dam near US Highway 280 / Grant's Mill Road,,H,2004,1993,2003,Partial,No
AL03150202-0104-102,Cahaba River,R,Cahaba,JeffersonSt. Clair,Fish & Wildlife,Siltation (habitat alteration),Urban runoff/storm sewers,21.10,miles,Grant's Mill Road /US Highway 11,,H,2004,1993,2003,Partial,No
AL03150202-0101-102,Cahaba River,R,Cahaba,Jefferson,Outstanding Alabama WaterFish & Wildlife,Siltation (habitat alteration),Urban runoff/storm sewers,3.10,miles,US Highway 11 / I-59,,H,2004,1993,2003,Partial,No
AL03150202-0202-101,Buck Creek,R,Cahaba,Shelby,Fish & Wildlife,Pathogens,Urban runoff/storm sewers,2.90,miles,Cahaba River /Cahaba Valley Creek,,L,2004,2003,2009,Non,No
AL03150202-0202-401,Cahaba Valley Creek,R,Cahaba,Shelby,Fish & Wildlife,Pathogens,Urban runoff/storm sewers,7.60,miles,Buck Creek /US Highway 31,,L,2004,1999-00,2009,Non,No
AL03150202-0302-100,Shades Creek,R,Cahaba,Jefferson Bibb Shelby,Fish & Wildlife,Siltation (habitat alteration),Highway/road/bridge Land developmentUrban runoff/storm sewers Removal of riparian vegetation Streambank modification,56.30,miles,Cahaba River / Its source,,H,2004,1990-931997,2003,Non,Yes
AL03150202-0302-100,Shades Creek,R,Cahaba,Jefferson Bibb Shelby,Fish & Wildlife,Turbidity,Highway/road/bridge Land developmentUrban runoff/storm sewers Removal of riparian vegetation Streambank modification,56.30,miles,Cahaba River / Its source,,H,2004,1990-931997,2003,Non,Yes
AL03130003-1307-100,Barbour Creek,R,Chattahoochee,Barbour,Fish & Wildlife,Siltation,Agriculture,25.10,miles,Chattahoochee River /Its source,,H,2004,1987,2005,Non,No
AL03130004-0601-201,Poplar Spring Branch,R,Chattahoochee,Houston,Fish & Wildlife,pH,Industrial,2.00,miles,Omussee Creek /Ross Clark Circle,,H,2004,1984,2005,Non,No
AL03130012-0201-400,Cypress Creek,R,Chipola,Houston,Fish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers,8.10,miles,Limestone Creek /Its source,,M,2004,19841986,2005,Partial,No
AL03130012-0201-400,Cypress Creek,R,Chipola,Houston,Fish & Wildlife,Organic Enrichment/DO,MunicipalUrban runoff/storm sewers,8.10,miles,Limestone Creek /Its source,,M,2004,19841986,2005,Partial,No
AL03140201-0502-100,Hurricane Creek,R,Choctawhatchee,Dale,Fish & Wildlife,Pathogens,Agriculture,8.50,miles,Choctawhatchee River /Its source,,H,2004,1991,2005,Non,No
AL03140201-0704-600,Dowling Branch,R,Choctawhatchee,Geneva,Fish & Wildlife,Organic Enrichment/DO,MunicipalUrban runoff/storm sewers,2.10,miles,Cox Mill Creek /Its source,,H,2004,1991,2005,Non,No
AL03140201-0704-600,Dowling Branch,R,Choctawhatchee,Geneva,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers,2.10,miles,Cox Mill Creek /Its source,,H,2004,1991,2005,Non,No
AL03140201-0602-201,Beaver Creek,R,Choctawhatchee,Houston,Fish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers,2.00,miles,Newton Creek /Dothan WWTP,,H,2004,1977-86,2005,Non,No
AL03140201-0602-201,Beaver Creek,R,Choctawhatchee,Houston,Fish & Wildlife,Organic Enrichment/DO,MunicipalUrban runoff/storm sewers,2.00,miles,Newton Creek /Dothan WWTP,,H,2004,1977-86,2005,Non,No
AL03140201-1001-700,UT to Harrand Creek,R,Choctawhatchee,Coffee,Fish & Wildlife,Nutrients,Urban runoff/storm sewers,3.50,miles,Harrand Creek /Its source,,M,2004,19851986,2005,Partial,No
AL03140201-1001-700,UT to Harrand Creek,R,Choctawhatchee,Coffee,Fish & Wildlife,Siltation,Urban runoff/storm sewersLand development,3.50,miles,Harrand Creek /Its source,,M,2004,1999,2006,Partial,No
AL03140202-0502-102,Walnut Creek,R,Choctawhatchee,Pike,Fish & Wildlife,Unknown Toxicity,Municipal,3.00,miles,Troy WWTP /downstream of Pike County Road 59,,M,2004,1997,2005,Partial,No
AL03150105-1003-102,Weiss Lake,L,Coosa,Cherokee,Public Water Supply SwimmingFish & Wildlife,Priority Organics,Upstream sourcesFlow regulation/modification,12591.00,acres,Weiss Dam / Spring Creek,,M,2004,1992-94,2003,Partial,Yes
AL03150105-1003-102,Weiss Lake,L,Coosa,Cherokee,Public Water Supply SwimmingFish & Wildlife,Nutrients,Upstream sourcesFlow regulation/modification,12591.00,acres,Weiss Dam / Spring Creek,,M,2004,1992-94,2003,Partial,Yes
AL03150105-1001-102,Weiss Lake,L,Coosa,Cherokee,SwimmingFish & Wildlife,Priority Organics,Upstream sourcesFlow regulation/modification,10184.00,acres,Spring Creek /AL-GA state line,,M,2004,1992-94,2003,Partial,Yes
AL03150105-1001-102,Weiss Lake,L,Coosa,Cherokee,SwimmingFish & Wildlife,Nutrients,Upstream sourcesFlow regulation/modification,10184.00,acres,Spring Creek /AL-GA state line,,M,2004,1992-94,2003,Partial,Yes
AL03150105-0807-102,Spring Creek,R,Coosa,Cherokee,Fish & Wildlife,Pathogens,Unknown source,5.10,miles,Weiss Lake /Mud Creek,,H,2004,2002,2007,Non,No
AL03150105-0807-200,Mud Creek,R,Coosa,Cherokee,Fish & Wildlife,Pathogens,Unknown source,5.10,miles,Spring Creek /Its source,,H,2004,2002,2007,Non,No
AL03150106-0612-102,Choccolocco Creek,R,Coosa,TalladegaCalhoun,Fish & Wildlife,Priority Organics,Contaminated sediments,35.40,miles,Lake Logan Martin /Hillabee Creek,,L,2004,1994,N/A,Non,Yes
AL03150106-0801-100,Lake Logan Martin,L,Coosa,St. Clair Talladega,Swimming Fish & Wildlife,Nutrients,Urban runoff/storm sewers Flow regulation/modification,12363.00,acres,Logan Martin Dam / Broken Arrow Creek,,L,2004,1991-931994-971995-97,2003,Partial,Yes
AL03150106-0801-100,Lake Logan Martin,L,Coosa,St. Clair Talladega,Swimming Fish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers Flow regulation/modification,12363.00,acres,Logan Martin Dam / Broken Arrow Creek,,L,2004,1991-931994-971995-97,2003,Partial,Yes
AL03150106-0801-100,Lake Logan Martin,L,Coosa,St. ClairTalladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,12363.00,acres,Logan Martin Dam /Broken Arrow Creek,,L,2004,1996,2007,Partial,No
AL03150106-0501-101,Lake Logan Martin,L,Coosa,St. Clair TalladegaCalhoun,Public Water Supply SwimmingFish & Wildlife,Nutrients,Urban runoff/storm sewers Flow regulation/modification,1397.00,acres,Broken Arrow Creek / Trout Creek,,L,2004,1991-931994-971995-97,2003,Partial,Yes
AL03150106-0501-101,Lake Logan Martin,L,Coosa,St. Clair TalladegaCalhoun,Public Water Supply SwimmingFish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers Flow regulation/modification,1397.00,acres,Broken Arrow Creek / Trout Creek,,L,2004,1991-931994-971995-97,2003,Partial,Yes
AL03150106-0501-101,Lake Logan Martin,L,Coosa,St. Clair TalladegaCalhoun,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,1397.00,acres,Broken Arrow Creek / Trout Creek,,L,2004,1996,2007,Partial,No
AL03150106-0501-102,Lake Logan Martin,L,Coosa,St. Clair Calhoun,Swimming Fish & Wildlife,Nutrients,Urban runoff/storm sewers Flow regulation/modification,825.00,acres,Trout Creek / Neely Henry Dam,,L,2004,1991-931994-971995-97,2003,Partial,Yes
AL03150106-0501-102,Lake Logan Martin,L,Coosa,St. Clair Calhoun,Swimming Fish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers Flow regulation/modification,825.00,acres,Trout Creek / Neely Henry Dam,,L,2004,1991-931994-971995-97,2003,Partial,Yes
